"newspaper_edition_date","headline"
NA,"Morrison government silent on contact with Pfizer global chief after Kevin Rudd intervenes in vaccine talks"
NA,"Friday briefing: G7 shamed over lack of vaccine for others"
NA,"‘We take safety seriously’: Fauci says J&J vaccine pause should raise confidence"
NA,"California is America's tech capital. Why is its vaccine website such a mess?"
NA,"Biden promises ‘summer of freedom’ as he urges more Americans to get vaccinated – as it happened"
2021-03-12,"Several EU countries suspend AstraZeneca vaccine to investigate blood clot cases"
NA,"Morning mail: vaccine rollout begins, Melbourne doctors under fire, what next for Facebook?"
NA,"Victoria lockdown to end and mass vaccination urged before winter – as it happened"
NA,"Australia expects AstraZeneca vaccine to be rolled out in March despite EU export threat"
NA,"Biden says US ‘ready to move immediately’ if vaccine approved for young teens – as it happened"
2021-02-07,"Free provision of vaccines is preventing criminals from infiltrating rollout, say UK police"
NA,"'Whose lives matter most?': California's vaccine rollout faces tough questions of equity"
NA,"About 6m vaccines delayed due to extreme frigid weather across US"
NA,"Coronavirus vaccine: councils to get £23m to encourage high-risk groups to have jab"
NA,"Mass vaccine hubs planned; PM refuses to apologise to former post CEO – as it happened"
NA,"Australian-produced AstraZeneca vaccines will address ‘drastic shortages’ due to lack of EU supply "
NA,"Morning mail: Facebook fallout, vaccine hesitancy, Ted Cruz's Mexican escape"
2021-01-12,"Vaccine scepticism in France reflects 'dissatisfaction with political class’"
NA,"EU leaders risking their people's health with UK vaccine attacks, says expert – as it happened"
2021-06-07,"Tory rebels warn PM against using aid budget to send vaccines abroad"
NA,"Can US employers order workers to get the coronavirus vaccine?"
NA,"Older or shielding people in the UK: are you still waiting for your vaccine dose?"
NA,"US vaccine supplies look set to surge as Johnson & Johnson gets nod from panel advising FDA - as it happened"
NA,"Morning mail: Biden pledges to halve US emissions, vaccine rollout rejig, ignoring advice "
NA,"Morning mail: vaccine rollout delay, deaths in custody, royals 'not a racist family'"
NA,"US must export vaccine doses before waiving patents, say EU leaders"
2021-01-05,"FTSE 100 vaccine optimism tempered by prospect of full lockdown"
NA,"UK coronavirus: Britain reports 29,079 new cases; Boris Johnson hails vaccine successes - as it happened"
2021-04-05,"'Fauci ouchie': small online sellers find lifeline in vaccine-themed merchandise"
NA,"New year, new outbreak: China rushes to vaccinate 50 million as holiday looms"
2021-02-07,"UK faith leaders join to counter fears over vaccine in BAME communities"
NA,"Pfizer/BioNTech Covid vaccine approved by panel clearing way for FDA authorization for emergency use – as it happened"
NA,"Daniel Andrews ‘won’t be deterred’ by Victoria protests; NT records eight new Covid cases; flood warnings for NSW – as it happened"
NA,"Western Australia details vaccine rollout; more than 11.4m in UK have had first jab – as it happened"
NA,"Sturgeon says 'vaccine passports' worth considering if they can 'give us greater normality' – as it happened"
NA,"For true herd immunity, we must vaccinate immigrants as a priority"
NA,"Coronavirus: Ireland reports three cases of Brazilian variant; Italian police investigate fake vaccines — as it happened "
NA,"Health minister reassures Australians over vaccine rollout after Norway adverse reactions report"
2021-05-19,"Extra Life: A Short History of Living Longer review – the gobsmacking truth about vaccines"
NA,"Morning mail: vaccinations fall 3.4m short, Labor backs EVs, oddly satisfying videos"
NA,"Get ready to scroll: three graphs to help you make sense of the AstraZeneca vaccine risk"
NA,"Young Australians with disabilities lose out as Pfizer vaccine is rolled out to under-50s"
NA,"Australian government meets just half of aged care vaccination target"
2021-02-25,"‘A huge relief’: families welcome priority vaccination for those with learning disabilities"
NA,"Morning mail: digital vaccine passports, Biden wants Gaza de-escalation, Fornite v Apple"
2021-01-24,"I’ve had my first vaccine jab. It gives me hope of liberation... but not yet"
2021-02-15,"Vaccine hesitancy in some health workers in England 'may undermine rollout'"
2021-03-25,"Slovakia: two more cabinet ministers quit in tensions over Sputnik vaccine"
2021-03-10,"Raab summons EU official as anger grows over UK vaccine export claims"
2021-02-19,"Vaccine passport plan could help Britons holiday in Greece"
2020-12-31,"How and when will Oxford/AstraZeneca vaccine be rolled out in UK?"
NA,"Coronavirus: people of colour must get fair access to vaccines, Fauci says"
NA,"Morrison on back foot as national cabinet meets to revive beleaguered vaccine rollout"
NA,"TechScape: Why we should switch off from GB News and watch more YouTube"
NA,"Vaccine deniers are a minority in Australia, but a successful rollout hinges on facts and honesty"
2021-03-16,"There's no proof the Oxford vaccine causes blood clots. So why are people worried?"
NA,"Morning mail: alleged rapist returned to parliament, 'pastel QAnon', vaccine tracker"
NA,"Thursday briefing: Spectre of vaccine 'trade war' between Britain and EU"
NA,"A global vaccine apartheid is unfolding. People’s lives must come before profit"
2021-01-20,"The Guardian view on the vaccine rollout: a shot in the arm"
2021-03-27,"Digested week: In New York, 'I'm vaccinated' is the new 'hi, how are you?'"
NA,"Vaccine booking website causes confusion with some regional Australians told to head interstate"
NA,"Melbourne GP clinic with capacity to vaccinate 2,100 a week supplied with just 50 doses"
2020-12-31,"'Happy vaccine day' at Welsh factory proudly preparing Oxford doses"
2021-03-29,"Who should be applauded for the vaccine programme? Certainly not the Tories"
NA,"Now we have the coronavirus vaccine, how soon can we get back to normal life?"
NA,"For mRNA vaccines, we should stick to the schedule"
NA,"UK coronavirus: new high of 1,325 daily recorded deaths; NHS staff to be vaccinated 'immediately' - as it happened"
NA,"US government agrees to buy 100m extra doses of Pfizer vaccine"
2021-01-18,"'We are worried': Indians hopeful but anxious as vaccination drive begins"
NA,"Despite some errors, Australia shouldn't politicise the process of the vaccine rollout"
NA,"Friday briefing: Blair – next time we need vaccine in 100 days"
2021-03-05,"Italy blocks export of 250,000 AstraZeneca vaccine doses to Australia"
2020-12-23,"Alarm at  Colombia plan to exclude migrants from coronavirus vaccine"
NA,"Biden vows to vaccinate 300m in the US by end of summer or early fall - as it happened"
2021-02-11,"Japan to discard millions of Pfizer vaccine doses because it has wrong syringes"
NA,"Morning mail: vaccine rollout ‘too slow’, Facebook abuses loophole, autumn recipes"
NA,"Biden signs order to protect US supply chains as Moderna announces progress on vaccine updates – as it happened"
NA,"For Britain's vaccination success, we must thank our universal healthcare system"
NA,"Morning mail: aged care vaccine fail, Bolsonaro under fire, France locks down"
2021-02-08,"Coronavirus vaccine strategy needs rethink after resistant variants emerge, say scientists"
NA,"UK Covid: R value below 1 for first time since July as number receiving first vaccine dose passes 14m – as it happened"
NA,"Why experts say there is no basis to claims in Germany about efficacy of AstraZeneca vaccine"
2021-01-30,"EU in U-turn over move to control vaccine exports to Northern Ireland"
NA,"EU triggers Brexit article to stop vaccine flow from Northern Ireland to rest of UK – as it happened"
NA,"Inside the 8 January Guardian Weekly – when will the vaccines make life better?"
NA,"Biden: US 'on track' to have enough vaccines for all adults by May"
2021-08-07,"Trump may be fading away, but Trumpism is now in the American bloodstream"
NA,"South Africa paying more than double EU price for Oxford vaccine"
NA,"Biden vows to vaccinate 300m people in US by end of summer or early fall"
NA,"‘Today we did it’: Joe Biden touts 200m vaccine shots administered – as it happened"
NA,"EU to bring forward decision on Pfizer/BioNTech vaccine to 21 December – as it happened"
2021-01-22,"Fauci: US to repeal anti-abortion rule on aid and join Covax vaccine scheme"
NA,"Biden pledges vaccines for most adults soon as CDC chief fears 'impending doom' – as it happened"
2021-04-10,"UK recognition of EU’s vaccine effort would not go amiss, says Brussels"
NA,"Pound hits $1.40 on vaccine optimism; UK retail sales tumble 8.2% – as it happened"
NA,"Saturday Night Live: McKinnon's Fauci gives Americans chance to ‘vie for vaccine eligibility’ "
2021-02-14,"We need to develop a vaccine against media scare tactics"
NA,"Harassment scandals could hit vaccination rates due to diminished trust in Australian government "
NA,"This budget will prolong the Tories' vaccine bounce: for now, Labour must sit tight"
NA,"Morning mail: Trump's impeachment trial begins, AstraZeneca vaccine concerns, Kyrgios calls Djokovic a 'strange cat'"
NA,"With Australia’s delayed vaccine rollout, a reunion with my parents overseas inches further from reach"
2021-02-04,"Johnson is on the crest of a vaccine wave. Labour will just have to ride it out"
2021-02-23,"All countries must be vaccinated to end pandemic, says World Bank chief"
2021-04-03,"US economy adds 916,000 March jobs as vaccine rollout fuels hiring boom"
NA,"Morning mail: Morrison apologises, vaccine rollout errors, Facebook leak"
2021-01-31,"EU’s vaccine blunder reopens Brexit battle over Irish border"
NA," TGA admits minors mistakenly given AstraZeneca vaccine and says woman’s death an ‘atypical case’"
2021-03-01,"20 million people in UK have had first dose of coronavirus vaccine"
2020-12-31,"Oxford/AstraZeneca vaccine rollout plan changed following approval"
NA,"Morning mail: Italy blocks vaccine delivery, Meghan opens up, NZ earthquake"
NA,"First doctor in US receives coronavirus vaccine: 'I went in today feeling very hopeful'"
NA,"Morning mail: new details of Christian Porter investigation, vaccine uncertainty, Cyclone Seroja hits WA"
2021-02-02,"'They've been ignored': older people cared for at home face vaccine delays"
NA,"Oxford vaccine still under review, says UK medicine agency"
NA,"‘Another level of confusion’: private contractors at odds over whether they were meant to vaccinate aged care staff"
2021-01-06,"No data to support UK delay of vaccines’ second dose, says WHO"
NA,"Scott Morrison was so keen to own a successful vaccine rollout he forgot about the risk of overseeing a debacle"
2021-02-19,"Macron proposes vaccine sharing plan as UK prepares to host G7"
NA,"EU drug agency denies already finding causal link between AstraZeneca vaccine and blood clots"
2021-01-10,"Do footballers really deserve to jump the queue for the vaccine?"
NA,"First Thing: Biden pledges 600m vaccine doses available by late July"
